6309.5732421875	0.280988535860799	-0.001011341
5011.87255859375	0.28344632422312	-0.008129392
3981.07177734375	0.286493223121661	-0.014903357
3162.27758789063	0.288540256337467	-0.021776538
2511.88647460938	0.292835528000572	-0.028162775
1995.26232910156	0.296481932672493	-0.034765267
1584.89318847656	0.300811937136509	-0.042659458
1258.92541503906	0.306440284767708	-0.050596079
1000	0.311752369687195	-0.058857914
794.328247070313	0.31979615269522	-0.069947901
630.957336425781	0.328950464310039	-0.08088177
501.187225341797	0.340556190144609	-0.09269371
398.107177734375	0.351536075075728	-0.105887339
316.227752685547	0.369724682311567	-0.120651801
251.18864440918	0.386355254121953	-0.136293291
199.526229858398	0.410302774488484	-0.151353546
158.489318847656	0.43859794777847	-0.165682371
125.892539978027	0.469644493625222	-0.177732855
100	0.506214745770038	-0.191892288
79.4328231811523	0.544902548411993	-0.189821706
63.0957336425781	0.576616070160241	-0.196417812
50.118724822998	0.614588665341089	-0.178900094
39.810718536377	0.658589016181144	-0.171121786
31.6227760314941	0.681058933562885	-0.158467009
25.1188640594482	0.709670424970205	-0.140030477
19.9526233673096	0.732198773078988	-0.120490163
15.8489322662354	0.750571579847448	-0.096687459
12.5892543792725	0.761015802667488	-0.083173363
10	0.770899527633202	-0.063827268
7.94328212738037	0.770081603829407	-0.06009443
6.30957365036011	0.787595760495817	-0.033063278
5.01187229156494	0.800221331460297	-0.028574207
3.98107171058655	0.796195436049781	-0.016870505
3.16227769851685	0.790172151797607	-0.03421429
